sleeper_id,player,position,team,opponent,pts_ppr,pts_half_ppr,pts_std,stats_json
5976,,RB,,,,,,"{""adp_dd_ppr"": 1000.0}"
6906,,TE,,,,,,"{""adp_dd_ppr"": 1000.0}"
12245,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
12765,,TE,BUF,,,,,"{""adp_dd_ppr"": 1000.0}"
12095,,TE,,,,,,"{""adp_dd_ppr"": 1000.0}"
2673,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
6710,,RB,,,,,,"{""adp_dd_ppr"": 1000.0}"
4171,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
6926,,TE,,,,,,"{""adp_dd_ppr"": 1000.0}"
7893,,RB,,,,,,"{""adp_dd_ppr"": 1000.0}"
7946,,TE,,,,,,"{""adp_dd_ppr"": 1000.0}"
3670,,FB,,,,,,"{""adp_dd_ppr"": 1000.0}"
7729,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
7439,,TE,,,,,,"{""adp_dd_ppr"": 1000.0}"
8077,,RB,,,,,,"{""adp_dd_ppr"": 1000.0}"
2935,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
5722,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
3328,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
10224,,TE,SF,,,,,"{""adp_dd_ppr"": 1000.0}"
2373,,TE,,,,,,"{""adp_dd_ppr"": 1000.0}"
12906,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
8160,,QB,CAR,,,,,"{""adp_dd_ppr"": 1000.0}"
7752,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
3978,,QB,,,,,,"{""adp_dd_ppr"": 1000.0}"
6699,,WR,NYG,,,,,"{""adp_dd_ppr"": 1000.0}"
5238,,FB,,,,,,"{""adp_dd_ppr"": 1000.0}"
4738,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
2487,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
5937,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
11102,,RB,,,,,,"{""adp_dd_ppr"": 1000.0}"
7056,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
4263,,RB,KC,,,,,"{""adp_dd_ppr"": 1000.0}"
12721,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
11940,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
3883,,RB,,,,,,"{""adp_dd_ppr"": 1000.0}"
4162,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
11148,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
6967,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
4678,,TE,,,,,,"{""adp_dd_ppr"": 1000.0}"
11351,,TE,,,,,,"{""adp_dd_ppr"": 1000.0}"
11163,,QB,,,,,,"{""adp_dd_ppr"": 1000.0}"
14056,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
4455,,RB,,,,,,"{""adp_dd_ppr"": 1000.0}"
2291,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
8240,,RB,,,,,,"{""adp_dd_ppr"": 1000.0}"
7591,,QB,KC,,,,,"{""adp_dd_ppr"": 1000.0}"
8824,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
6460,,TE,,,,,,"{""adp_dd_ppr"": 1000.0}"
5714,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
12173,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
5134,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
3447,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
8258,,K,,,,,,"{""adp_dd_ppr"": 1000.0}"
2309,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
7771,,RB,,,,,,"{""adp_dd_ppr"": 1000.0}"
3397,,RB,,,,,,"{""adp_dd_ppr"": 1000.0}"
4599,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
4406,,QB,,,,,,"{""adp_dd_ppr"": 1000.0}"
2378,,RB,,,,,,"{""adp_dd_ppr"": 1000.0}"
8778,,TE,,,,,,"{""adp_dd_ppr"": 1000.0}"
1500,,TE,,,,,,"{""adp_dd_ppr"": 1000.0}"
13217,,QB,,,,,,"{""adp_dd_ppr"": 1000.0}"
2921,,TE,,,,,,"{""adp_dd_ppr"": 1000.0}"
8424,,RB,,,,,,"{""adp_dd_ppr"": 1000.0}"
8152,,RB,,,,,,"{""adp_dd_ppr"": 1000.0}"
4068,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
12370,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
8170,,TE,DAL,,,,,"{""adp_dd_ppr"": 1000.0}"
12488,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
1833,,RB,,,,,,"{""adp_dd_ppr"": 1000.0}"
5787,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
4791,,RB,,,,,,"{""adp_dd_ppr"": 1000.0}"
13110,,TE,,,,,,"{""adp_dd_ppr"": 1000.0}"
12144,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
6662,,TE,,,,,,"{""adp_dd_ppr"": 1000.0}"
12036,,RB,,,,,,"{""adp_dd_ppr"": 1000.0}"
5140,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
3579,,K,,,,,,"{""adp_dd_ppr"": 1000.0}"
4929,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
1244,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
5384,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
8076,,WR,DEN,,,,,"{""adp_dd_ppr"": 1000.0}"
695,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
12756,,WR,BUF,,,,,"{""adp_dd_ppr"": 1000.0}"
10217,,QB,,,,,,"{""adp_dd_ppr"": 1000.0}"
12888,,WR,NYG,,,,,"{""adp_dd_ppr"": 1000.0}"
13353,,WR,CAR,,,,,"{""adp_dd_ppr"": 1000.0}"
3454,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
11496,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
7379,,TE,,,,,,"{""adp_dd_ppr"": 1000.0}"
13696,,WR,BUF,,,,,"{""adp_dd_ppr"": 1000.0}"
5916,,RB,,,,,,"{""adp_dd_ppr"": 1000.0}"
6069,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
3908,,TE,,,,,,"{""adp_dd_ppr"": 1000.0}"
12165,,QB,,,,,,"{""adp_dd_ppr"": 1000.0}"
10211,,RB,,,,,,"{""adp_dd_ppr"": 1000.0}"
6163,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
6491,,RB,,,,,,"{""adp_dd_ppr"": 1000.0}"
13339,,RB,IND,,,,,"{""adp_dd_ppr"": 1000.0}"
11298,,TE,,,,,,"{""adp_dd_ppr"": 1000.0}"
2465,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
7045,,RB,,,,,,"{""adp_dd_ppr"": 1000.0}"
7086,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
7616,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
6548,,RB,,,,,,"{""adp_dd_ppr"": 1000.0}"
13309,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
7210,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
2875,,RB,,,,,,"{""adp_dd_ppr"": 1000.0}"
11532,,K,,,,,,"{""adp_dd_ppr"": 1000.0}"
6964,,TE,,,,,,"{""adp_dd_ppr"": 1000.0}"
11648,,QB,GB,,,,,"{""adp_dd_ppr"": 1000.0}"
7336,,RB,,,,,,"{""adp_dd_ppr"": 1000.0}"
12254,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
5277,,TE,,,,,,"{""adp_dd_ppr"": 1000.0}"
2925,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
3976,,QB,TEN,,,,,"{""adp_dd_ppr"": 1000.0}"
13416,,RB,LV,,,,,"{""adp_dd_ppr"": 1000.0}"
12215,,TE,,,,,,"{""adp_dd_ppr"": 1000.0}"
7584,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
13356,,WR,JAX,,,,,"{""adp_dd_ppr"": 1000.0}"
8164,,QB,,,,,,"{""adp_dd_ppr"": 1000.0}"
13674,,WR,GB,,,,,"{""adp_dd_ppr"": 1000.0}"
11605,,TE,,,,,,"{""adp_dd_ppr"": 1000.0}"
13839,,TE,,,,,,"{""adp_dd_ppr"": 1000.0}"
5207,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
7897,,QB,,,,,,"{""adp_dd_ppr"": 1000.0}"
8700,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
11329,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
13670,,WR,ARI,,,,,"{""adp_dd_ppr"": 1000.0}"
6524,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
3164,,RB,,,,,,"{""adp_dd_ppr"": 1000.0}"
6227,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
8087,,QB,,,,,,"{""adp_dd_ppr"": 1000.0}"
3052,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
5903,,QB,,,,,,"{""adp_dd_ppr"": 1000.0}"
6886,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
6945,,RB,,,,,,"{""adp_dd_ppr"": 1000.0}"
954,,QB,,,,,,"{""adp_dd_ppr"": 1000.0}"
14080,,RB,,,,,,"{""adp_dd_ppr"": 1000.0}"
4704,,QB,,,,,,"{""adp_dd_ppr"": 1000.0}"
12787,,RB,TB,,,,,"{""adp_dd_ppr"": 1000.0}"
6932,,TE,,,,,,"{""adp_dd_ppr"": 1000.0}"
17,,K,,,,,,"{""adp_dd_ppr"": 1000.0}"
5144,,RB,,,,,,"{""adp_dd_ppr"": 1000.0}"
8227,,TE,ARI,,,,,"{""adp_dd_ppr"": 1000.0}"
9223,,RB,,,,,,"{""adp_dd_ppr"": 1000.0}"
8232,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
11111,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
3148,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
2898,,TE,,,,,,"{""adp_dd_ppr"": 1000.0}"
6362,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
11565,,QB,MIN,,,,,"{""adp_dd_ppr"": 1000.0}"
11859,,QB,,,,,,"{""adp_dd_ppr"": 1000.0}"
8171,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
6385,,RB,,,,,,"{""adp_dd_ppr"": 1000.0}"
8220,,RB,SF,,,,,"{""adp_dd_ppr"": 1000.0}"
12039,,RB,,,,,,"{""adp_dd_ppr"": 1000.0}"
490,,QB,,,,,,"{""adp_dd_ppr"": 1000.0}"
5756,,TE,,,,,,"{""adp_dd_ppr"": 1000.0}"
13392,,WR,KC,,,,,"{""adp_dd_ppr"": 1000.0}"
11848,,QB,,,,,,"{""adp_dd_ppr"": 1000.0}"
11885,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
6866,,WR,LAC,,,,,"{""adp_dd_ppr"": 1000.0}"
2756,,TE,,,,,,"{""adp_dd_ppr"": 1000.0}"
6219,,K,,,,,,"{""adp_dd_ppr"": 1000.0}"
4416,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
12086,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
2651,,QB,,,,,,"{""adp_dd_ppr"": 1000.0}"
4660,,TE,,,,,,"{""adp_dd_ppr"": 1000.0}"
6920,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
10225,,WR,DAL,,,,,"{""adp_dd_ppr"": 1000.0}"
3516,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
12470,,QB,IND,,,,,"{""adp_dd_ppr"": 1000.0}"
12118,,TE,,,,,,"{""adp_dd_ppr"": 1000.0}"
4827,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
8428,,RB,,,,,,"{""adp_dd_ppr"": 1000.0}"
13780,,RB,,,,,,"{""adp_dd_ppr"": 1000.0}"
12880,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
4051,,QB,,,,,,"{""adp_dd_ppr"": 1000.0}"
4563,,TE,,,,,,"{""adp_dd_ppr"": 1000.0}"
5271,,RB,,,,,,"{""adp_dd_ppr"": 1000.0}"
4985,,RB,,,,,,"{""adp_dd_ppr"": 1000.0}"
4725,,TE,,,,,,"{""adp_dd_ppr"": 1000.0}"
13277,,RB,NO,,,,,"{""adp_dd_ppr"": 1000.0}"
5917,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
2945,,RB,,,,,,"{""adp_dd_ppr"": 1000.0}"
12460,,WR,ATL,,,,,"{""adp_dd_ppr"": 1000.0}"
12849,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
616,,TE,,,,,,"{""adp_dd_ppr"": 1000.0}"
13334,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
7436,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
4434,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
3045,,TE,,,,,,"{""adp_dd_ppr"": 1000.0}"
2923,,RB,,,,,,"{""adp_dd_ppr"": 1000.0}"
1693,,FB,,,,,,"{""adp_dd_ppr"": 1000.0}"
5176,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
14031,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
1943,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
6701,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
6031,,RB,,,,,,"{""adp_dd_ppr"": 1000.0}"
1696,,CB,,,,,,"{""adp_dd_ppr"": 1000.0}"
11182,,RB,,,,,,"{""adp_dd_ppr"": 1000.0}"
13042,,WR,BAL,,,,,"{""adp_dd_ppr"": 1000.0}"
7556,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
3462,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
4273,,RB,,,,,,"{""adp_dd_ppr"": 1000.0}"
4708,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
3205,,QB,,,,,,"{""adp_dd_ppr"": 1000.0}"
6692,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
13043,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
13160,,TE,,,,,,"{""adp_dd_ppr"": 1000.0}"
2886,,TE,,,,,,"{""adp_dd_ppr"": 1000.0}"
5799,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
8705,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
1689,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
12231,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
11082,,TE,,,,,,"{""adp_dd_ppr"": 1000.0}"
12085,,TE,,,,,,"{""adp_dd_ppr"": 1000.0}"
12033,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
8233,,RB,,,,,,"{""adp_dd_ppr"": 1000.0}"
8755,,WR,CHI,,,,,"{""adp_dd_ppr"": 1000.0}"
12392,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
5292,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
11949,,K,,,,,,"{""adp_dd_ppr"": 1000.0}"
8056,,K,,,,,,"{""adp_dd_ppr"": 1000.0}"
6955,,RB,,,,,,"{""adp_dd_ppr"": 1000.0}"
6606,,QB,,,,,,"{""adp_dd_ppr"": 1000.0}"
5068,,RB,,,,,,"{""adp_dd_ppr"": 1000.0}"
2121,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
7387,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
11941,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
14055,,TE,,,,,,"{""adp_dd_ppr"": 1000.0}"
1170,,RB,,,,,,"{""adp_dd_ppr"": 1000.0}"
2174,,FB,,,,,,"{""adp_dd_ppr"": 1000.0}"
5102,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
5261,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
6187,,RB,,,,,,"{""adp_dd_ppr"": 1000.0}"
127,,K,,,,,,"{""adp_dd_ppr"": 1000.0}"
7586,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
4125,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
5919,,RB,,,,,,"{""adp_dd_ppr"": 1000.0}"
4364,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
3727,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
11544,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
4497,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
5005,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
1794,,RB,,,,,,"{""adp_dd_ppr"": 1000.0}"
13354,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
8825,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
5695,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
12260,,TE,,,,,,"{""adp_dd_ppr"": 1000.0}"
12863,,WR,KC,,,,,"{""adp_dd_ppr"": 1000.0}"
12372,,K,,,,,,"{""adp_dd_ppr"": 1000.0}"
5133,,TE,DET,,,,,"{""adp_dd_ppr"": 1000.0}"
12852,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
13100,,TE,,,,,,"{""adp_dd_ppr"": 1000.0}"
5734,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
6370,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
11140,,TE,,,,,,"{""adp_dd_ppr"": 1000.0}"
11176,,RB,,,,,,"{""adp_dd_ppr"": 1000.0}"
8221,,RB,,,,,,"{""adp_dd_ppr"": 1000.0}"
7885,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
12320,,TE,,,,,,"{""adp_dd_ppr"": 1000.0}"
3646,,RB,,,,,,"{""adp_dd_ppr"": 1000.0}"
12775,,QB,MIN,,,,,"{""adp_dd_ppr"": 1000.0}"
12901,,TE,LAC,,,,,"{""adp_dd_ppr"": 1000.0}"
12291,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
7901,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
2374,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
6957,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
3357,,QB,,,,,,"{""adp_dd_ppr"": 1000.0}"
7573,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
6268,,K,,,,,,"{""adp_dd_ppr"": 1000.0}"
8881,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
7466,,RB,,,,,,"{""adp_dd_ppr"": 1000.0}"
1451,,RB,,,,,,"{""adp_dd_ppr"": 1000.0}"
7161,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
4208,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
12776,,QB,,,,,,"{""adp_dd_ppr"": 1000.0}"
6685,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
6956,,TE,,,,,,"{""adp_dd_ppr"": 1000.0}"
5536,,RB,,,,,,"{""adp_dd_ppr"": 1000.0}"
5243,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
4362,,TE,,,,,,"{""adp_dd_ppr"": 1000.0}"
4973,,TE,,,,,,"{""adp_dd_ppr"": 1000.0}"
12905,,TE,,,,,,"{""adp_dd_ppr"": 1000.0}"
4535,,TE,,,,,,"{""adp_dd_ppr"": 1000.0}"
2382,,RB,,,,,,"{""adp_dd_ppr"": 1000.0}"
11559,,QB,ATL,,,,,"{""adp_dd_ppr"": 1000.0}"
6878,,RB,,,,,,"{""adp_dd_ppr"": 1000.0}"
7993,,RB,,,,,,"{""adp_dd_ppr"": 1000.0}"
8184,,RB,,,,,,"{""adp_dd_ppr"": 1000.0}"
4665,,QB,,,,,,"{""adp_dd_ppr"": 1000.0}"
12070,,TE,,,,,,"{""adp_dd_ppr"": 1000.0}"
4613,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
4367,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
6394,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
3572,,FB,,,,,,"{""adp_dd_ppr"": 1000.0}"
12928,,RB,LAC,,,,,"{""adp_dd_ppr"": 1000.0}"
7848,,TE,,,,,,"{""adp_dd_ppr"": 1000.0}"
12113,,TE,GB,,,,,"{""adp_dd_ppr"": 1000.0}"
5248,,RB,,,,,,"{""adp_dd_ppr"": 1000.0}"
2755,,TE,,,,,,"{""adp_dd_ppr"": 1000.0}"
7735,,TE,,,,,,"{""adp_dd_ppr"": 1000.0}"
1273,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
5955,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
13403,,RB,,,,,,"{""adp_dd_ppr"": 1000.0}"
2191,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
6493,,TE,,,,,,"{""adp_dd_ppr"": 1000.0}"
1592,,TE,TB,,,,,"{""adp_dd_ppr"": 1000.0}"
3868,,RB,LV,,,,,"{""adp_dd_ppr"": 1000.0}"
5323,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
13151,,TE,SEA,,,,,"{""adp_dd_ppr"": 1000.0}"
5166,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
13946,,RB,,,,,,"{""adp_dd_ppr"": 1000.0}"
6982,,TE,,,,,,"{""adp_dd_ppr"": 1000.0}"
533,,QB,,,,,,"{""adp_dd_ppr"": 1000.0}"
13212,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
4641,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
1388,,TE,,,,,,"{""adp_dd_ppr"": 1000.0}"
344,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
13427,,QB,,,,,,"{""adp_dd_ppr"": 1000.0}"
11654,,RB,,,,,,"{""adp_dd_ppr"": 1000.0}"
4175,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
6108,,RB,,,,,,"{""adp_dd_ppr"": 1000.0}"
13017,,QB,,,,,,"{""adp_dd_ppr"": 1000.0}"
13256,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
13830,,WR,NE,,,,,"{""adp_dd_ppr"": 1000.0}"
4480,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
13923,,RB,,,,,,"{""adp_dd_ppr"": 1000.0}"
6115,,RB,,,,,,"{""adp_dd_ppr"": 1000.0}"
6234,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
2918,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
2573,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
11292,,QB,NE,,,,,"{""adp_dd_ppr"": 1000.0}"
8433,,TE,,,,,,"{""adp_dd_ppr"": 1000.0}"
12476,,RB,,,,,,"{""adp_dd_ppr"": 1000.0}"
8595,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
3894,,TE,,,,,,"{""adp_dd_ppr"": 1000.0}"
12511,,QB,PIT,,,,,"{""adp_dd_ppr"": 1000.0}"
8002,,QB,BUF,,,,,"{""adp_dd_ppr"": 1000.0}"
11554,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
7540,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
13937,,FB,,,,,,"{""adp_dd_ppr"": 1000.0}"
8118,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
13355,,TE,DAL,,,,,"{""adp_dd_ppr"": 1000.0}"
4864,,TE,,,,,,"{""adp_dd_ppr"": 1000.0}"
2632,,RB,,,,,,"{""adp_dd_ppr"": 1000.0}"
3343,,QB,,,,,,"{""adp_dd_ppr"": 1000.0}"
6165,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
8207,,RB,ATL,,,,,"{""adp_dd_ppr"": 1000.0}"
8769,,TE,,,,,,"{""adp_dd_ppr"": 1000.0}"
11123,,RB,,,,,,"{""adp_dd_ppr"": 1000.0}"
13211,,K,,,,,,"{""adp_dd_ppr"": 1000.0}"
12478,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
12457,,RB,PHI,,,,,"{""adp_dd_ppr"": 1000.0}"
7578,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
7548,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
13859,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
12548,,K,GB,,,,,"{""adp_dd_ppr"": 1000.0}"
4373,,RB,,,,,,"{""adp_dd_ppr"": 1000.0}"
3475,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
6049,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
8212,,QB,,,,,,"{""adp_dd_ppr"": 1000.0}"
4699,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
12966,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
7039,,WR,LV,,,,,"{""adp_dd_ppr"": 1000.0}"
2238,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
6954,,QB,,,,,,"{""adp_dd_ppr"": 1000.0}"
1992,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
2028,,QB,,,,,,"{""adp_dd_ppr"": 1000.0}"
12168,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
13113,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
8438,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
13001,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
6021,,RB,,,,,,"{""adp_dd_ppr"": 1000.0}"
9512,,RB,,,,,,"{""adp_dd_ppr"": 1000.0}"
2749,,RB,,,,,,"{""adp_dd_ppr"": 1000.0}"
8435,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
4358,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
12757,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
13850,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
13825,,WR,NYJ,,,,,"{""adp_dd_ppr"": 1000.0}"
6723,,QB,,,,,,"{""adp_dd_ppr"": 1000.0}"
12983,,FB,SEA,,,,,"{""adp_dd_ppr"": 1000.0}"
1854,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
7980,,FB,,,,,,"{""adp_dd_ppr"": 1000.0}"
3832,,FB,,,,,,"{""adp_dd_ppr"": 1000.0}"
11169,,QB,,,,,,"{""adp_dd_ppr"": 1000.0}"
8246,,RB,,,,,,"{""adp_dd_ppr"": 1000.0}"
12824,,K,,,,,,"{""adp_dd_ppr"": 1000.0}"
11371,,TE,NE,,,,,"{""adp_dd_ppr"": 1000.0}"
6598,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
12090,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
13662,,WR,SF,,,,,"{""adp_dd_ppr"": 1000.0}"
7101,,RB,,,,,,"{""adp_dd_ppr"": 1000.0}"
12715,,TE,NYG,,,,,"{""adp_dd_ppr"": 1000.0}"
4650,,TE,,,,,,"{""adp_dd_ppr"": 1000.0}"
13328,,RB,,,,,,"{""adp_dd_ppr"": 1000.0}"
10857,,QB,LAR,,,,,"{""adp_dd_ppr"": 1000.0}"
2733,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
12312,,K,,,,,,"{""adp_dd_ppr"": 1000.0}"
9229,,QB,IND,,,,,"{""adp_dd_ppr"": 1000.0}"
8624,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
7915,,WR,,,,,,"{""adp_dd_ppr"": 1000.0}"
11543,,TE,,,,,,"{""adp_dd_ppr"": 1000.0}"
